sample,total_count,population,count,percentage
sample05138,94177,cd8_t_cell,26717,28.3689
sample05138,94177,monocyte,20125,21.3693
sample05138,94177,nk_cell,14398,15.2882
sample05139,108959,b_cell,7731,7.0953
sample05139,108959,cd4_t_cell,28492,26.1493
sample05139,108959,cd8_t_cell,29910,27.4507
sample05139,108959,monocyte,17067,15.6637
sample05139,108959,nk_cell,25759,23.641
sample05140,101776,b_cell,9256,9.0945
sample05140,101776,cd4_t_cell,33965,33.3723
sample05140,101776,cd8_t_cell,27953,27.4652
sample05140,101776,monocyte,16755,16.4626
sample05140,101776,nk_cell,13847,13.6054
sample05141,96742,b_cell,10195,10.5383
sample05141,96742,cd4_t_cell,29838,30.8429
sample05141,96742,cd8_t_cell,26619,27.5155
sample05141,96742,monocyte,20332,21.0167
sample05141,96742,nk_cell,9758,10.0866
sample05142,103907,b_cell,9618,9.2564
sample05142,103907,cd4_t_cell,30345,29.204
sample05142,103907,cd8_t_cell,21346,20.5434
sample05142,103907,monocyte,23067,22.1997
sample05142,103907,nk_cell,19531,18.7966
sample05143,95563,b_cell,6333,6.627
sample05143,95563,cd4_t_cell,26329,27.5515
sample05143,95563,cd8_t_cell,30181,31.5823
sample05143,95563,monocyte,20802,21.7678
sample05143,95563,nk_cell,11918,12.4714
sample05144,89127,b_cell,9973,11.1897
sample05144,89127,cd4_t_cell,27425,30.7707
sample05144,89127,cd8_t_cell,25921,29.0832
sample05144,89127,monocyte,15182,17.0341
sample05144,89127,nk_cell,10626,11.9223
sample05145,101101,b_cell,6755,6.6814
sample05145,101101,cd4_t_cell,25218,24.9434
sample05145,101101,cd8_t_cell,29130,28.8128
sample05145,101101,monocyte,21949,21.71
sample05145,101101,nk_cell,18049,17.8524
sample05146,92460,b_cell,7560,8.1765
sample05146,92460,cd4_t_cell,27840,30.1103
sample05146,92460,cd8_t_cell,31703,34.2883
sample05146,92460,monocyte,13243,14.323
sample05146,92460,nk_cell,12114,13.1019
sample05147,97317,b_cell,7873,8.0901
sample05147,97317,cd4_t_cell,29826,30.6483
sample05147,97317,cd8_t_cell,26983,27.7269
sample05147,97317,monocyte,16069,16.512
sample05147,97317,nk_cell,16566,17.0227
sample05148,102988,b_cell,6697,6.5027
sample05148,102988,cd4_t_cell,32764,31.8134
sample05148,102988,cd8_t_cell,24471,23.761
sample05148,102988,monocyte,26770,25.9933
sample05148,102988,nk_cell,12286,11.9295
sample05149,97745,b_cell,13087,13.3889
sample05149,97745,cd4_t_cell,27049,27.673
sample05149,97745,cd8_t_cell,23969,24.522
sample05149,97745,monocyte,15758,16.1215
sample05149,97745,nk_cell,17882,18.2945
sample05150,104177,b_cell,7009,6.728
sample05150,104177,cd4_t_cell,30477,29.255
sample05150,104177,cd8_t_cell,30721,29.4892
sample05150,104177,monocyte,17450,16.7503
sample05150,104177,nk_cell,18520,17.7774
sample05151,99430,b_cell,11224,11.2883
sample05151,99430,cd4_t_cell,26832,26.9858
sample05151,99430,cd8_t_cell,25190,25.3344
sample05151,99430,monocyte,28051,28.2118
sample05151,99430,nk_cell,8133,8.1796
sample05152,102262,b_cell,9987,9.7661
sample05152,102262,cd4_t_cell,31551,30.8531
sample05152,102262,cd8_t_cell,28101,27.4794
sample05152,102262,monocyte,16855,16.4822
sample05152,102262,nk_cell,15768,15.4192
sample05153,90865,b_cell,7031,7.7379
sample05153,90865,cd4_t_cell,20187,22.2165
sample05153,90865,cd8_t_cell,24131,26.557
sample05153,90865,monocyte,27887,30.6906
sample05153,90865,nk_cell,11629,12.7981
sample05154,90414,b_cell,11392,12.5998
sample05154,90414,cd4_t_cell,28477,31.4962
sample05154,90414,cd8_t_cell,19830,21.9324
sample05154,90414,monocyte,13359,14.7754
sample05154,90414,nk_cell,17356,19.1961
sample05155,92495,b_cell,14498,15.6744
sample05155,92495,cd4_t_cell,27870,30.1314
sample05155,92495,cd8_t_cell,24926,26.9485
sample05155,92495,monocyte,16091,17.3966
sample05155,92495,nk_cell,9110,9.8492
sample05156,104070,b_cell,14525,13.957
sample05156,104070,cd4_t_cell,31298,30.074
sample05156,104070,cd8_t_cell,26011,24.9938
sample05156,104070,monocyte,14393,13.8301
sample05156,104070,nk_cell,17843,17.1452
sample05157,99128,b_cell,4484,4.5234
sample05157,99128,cd4_t_cell,23679,23.8873
sample05157,99128,cd8_t_cell,31928,32.2089
sample05157,99128,monocyte,22540,22.7383
sample05157,99128,nk_cell,16497,16.6421
sample05158,107079,b_cell,11614,10.8462
sample05158,107079,cd4_t_cell,29852,27.8785
sample05158,107079,cd8_t_cell,37470,34.9929
sample05158,107079,monocyte,15290,14.2792
sample05158,107079,nk_cell,12853,12.0033
sample05159,92106,b_cell,7948,8.6292
sample05159,92106,cd4_t_cell,31297,33.9793
sample05159,92106,cd8_t_cell,31894,34.6275
sample05159,92106,monocyte,9304,10.1014
sample05159,92106,nk_cell,11663,12.6626
sample05160,92532,b_cell,10512,11.3604
sample05160,92532,cd4_t_cell,24947,26.9604
sample05160,92532,cd8_t_cell,23749,25.6657
sample05160,92532,monocyte,15711,16.979
sample05160,92532,nk_cell,17613,19.0345
sample05161,105062,b_cell,10194,9.7028
sample05161,105062,cd4_t_cell,33618,31.9982
sample05161,105062,cd8_t_cell,23661,22.521
sample05161,105062,monocyte,17574,16.7273
sample05161,105062,nk_cell,20015,19.0507
sample05162,107024,b_cell,18858,17.6203
sample05162,107024,cd4_t_cell,19881,18.5762
sample05162,107024,cd8_t_cell,27772,25.9493
sample05162,107024,monocyte,27547,25.7391
sample05162,107024,nk_cell,12966,12.115
sample05163,93268,b_cell,8408,9.0149
sample05163,93268,cd4_t_cell,25591,27.4381
sample05163,93268,cd8_t_cell,30447,32.6446
sample05163,93268,monocyte,17651,18.925
sample05163,93268,nk_cell,11171,11.9773
sample05164,107588,b_cell,6195,5.7581
sample05164,107588,cd4_t_cell,27776,25.817
sample05164,107588,cd8_t_cell,27253,25.3309
sample05164,107588,monocyte,25664,23.854
sample05164,107588,nk_cell,20700,19.2401
sample05165,110638,b_cell,9210,8.3244
sample05165,110638,cd4_t_cell,36096,32.6253
sample05165,110638,cd8_t_cell,33883,30.6251
sample05165,110638,monocyte,13003,11.7527
sample05165,110638,nk_cell,18446,16.6724
sample05166,103360,b_cell,8259,7.9905
sample05166,103360,cd4_t_cell,37559,36.338
sample05166,103360,cd8_t_cell,26592,25.7276
sample05166,103360,monocyte,21507,20.8079
sample05166,103360,nk_cell,9443,9.136
sample05167,104438,b_cell,5318,5.092
sample05167,104438,cd4_t_cell,43984,42.1149
sample05167,104438,cd8_t_cell,28925,27.6959
sample05167,104438,monocyte,16807,16.0928
sample05167,104438,nk_cell,9404,9.0044
sample05168,110571,b_cell,9706,8.7781
sample05168,110571,cd4_t_cell,47546,43.0004
sample05168,110571,cd8_t_cell,21643,19.5738
sample05168,110571,monocyte,19394,17.5399
sample05168,110571,nk_cell,12282,11.1078
sample05169,95896,b_cell,6530,6.8095
sample05169,95896,cd4_t_cell,30042,31.3277
sample05169,95896,cd8_t_cell,24154,25.1877
sample05169,95896,monocyte,22618,23.586
sample05169,95896,nk_cell,12552,13.0892
sample05170,100953,b_cell,9511,9.4212
sample05170,100953,cd4_t_cell,28205,27.9387
sample05170,100953,cd8_t_cell,22317,22.1063
sample05170,100953,monocyte,22732,22.5174
sample05170,100953,nk_cell,18188,18.0163
sample05171,100151,b_cell,7460,7.4488
sample05171,100151,cd4_t_cell,25952,25.9129
sample05171,100151,cd8_t_cell,31665,31.6173
sample05171,100151,monocyte,20821,20.7896
sample05171,100151,nk_cell,14253,14.2315
sample05172,102754,b_cell,7812,7.6026
sample05172,102754,cd4_t_cell,32960,32.0766
sample05172,102754,cd8_t_cell,27907,27.159
sample05172,102754,monocyte,18379,17.8864
sample05172,102754,nk_cell,15696,15.2753
sample05173,97398,b_cell,9377,9.6275
sample05173,97398,cd4_t_cell,37242,38.2369
sample05173,97398,cd8_t_cell,25985,26.6792
sample05173,97398,monocyte,13101,13.451
sample05173,97398,nk_cell,11693,12.0054
sample05174,107198,b_cell,11018,10.2782
sample05174,107198,cd4_t_cell,41241,38.4718
sample05174,107198,cd8_t_cell,29164,27.2057
sample05174,107198,monocyte,17450,16.2783
sample05174,107198,nk_cell,8325,7.766
sample05175,89797,b_cell,6042,6.7285
sample05175,89797,cd4_t_cell,31497,35.0758
sample05175,89797,cd8_t_cell,28848,32.1258
sample05175,89797,monocyte,13818,15.388
sample05175,89797,nk_cell,9592,10.6819
sample05176,106657,b_cell,6852,6.4243
sample05176,106657,cd4_t_cell,26226,24.5891
sample05176,106657,cd8_t_cell,25708,24.1034
sample05176,106657,monocyte,24977,23.4181
sample05176,106657,nk_cell,22894,21.4651
sample05177,109349,b_cell,9508,8.6951
sample05177,109349,cd4_t_cell,27621,25.2595
sample05177,109349,cd8_t_cell,31076,28.4191
sample05177,109349,monocyte,18057,16.5132
sample05177,109349,nk_cell,23087,21.1131
sample05178,101917,b_cell,12699,12.4601
sample05178,101917,cd4_t_cell,40319,39.5606
sample05178,101917,cd8_t_cell,22320,21.9002
sample05178,101917,monocyte,13890,13.6287
sample05178,101917,nk_cell,12689,12.4503
sample05179,89956,b_cell,6252,6.9501
sample05179,89956,cd4_t_cell,34472,38.321
sample05179,89956,cd8_t_cell,19106,21.2393
sample05179,89956,monocyte,16514,18.3579
sample05179,89956,nk_cell,13612,15.1318
sample05180,108345,b_cell,11483,10.5986
sample05180,108345,cd4_t_cell,29259,27.0054
sample05180,108345,cd8_t_cell,29158,26.9122
sample05180,108345,monocyte,22410,20.6839
sample05180,108345,nk_cell,16035,14.7999
sample05181,105064,b_cell,9296,8.8479
sample05181,105064,cd4_t_cell,25654,24.4175
sample05181,105064,cd8_t_cell,35590,33.8746
sample05181,105064,monocyte,13698,13.0378
sample05181,105064,nk_cell,20826,19.8222
sample05182,94382,b_cell,8840,9.3662
sample05182,94382,cd4_t_cell,32488,34.4218
sample05182,94382,cd8_t_cell,20378,21.591
sample05182,94382,monocyte,17692,18.7451
sample05182,94382,nk_cell,14984,15.8759
sample05183,108329,b_cell,11347,10.4746
sample05183,108329,cd4_t_cell,32964,30.4295
sample05183,108329,cd8_t_cell,31742,29.3015
sample05183,108329,monocyte,20704,19.1121
sample05183,108329,nk_cell,11572,10.6823
sample05184,109520,b_cell,22967,20.9706
sample05184,109520,cd4_t_cell,34410,31.4189
sample05184,109520,cd8_t_cell,22458,20.5058
sample05184,109520,monocyte,18051,16.4819
sample05184,109520,nk_cell,11634,10.6227
sample05185,100760,b_cell,8691,8.6254
sample05185,100760,cd4_t_cell,38730,38.4379
sample05185,100760,cd8_t_cell,24366,24.1822
sample05185,100760,monocyte,21383,21.2217
sample05185,100760,nk_cell,7590,7.5328
sample05186,93367,b_cell,6435,6.8922
sample05186,93367,cd4_t_cell,28004,29.9935
sample05186,93367,cd8_t_cell,27734,29.7043
sample05186,93367,monocyte,18123,19.4105
sample05186,93367,nk_cell,13071,13.9996
sample05187,89459,b_cell,11501,12.8562
sample05187,89459,cd4_t_cell,23697,26.4892
sample05187,89459,cd8_t_cell,20815,23.2676
sample05187,89459,monocyte,22498,25.149
sample05187,89459,nk_cell,10948,12.238
sample05188,103764,b_cell,11835,11.4057
sample05188,103764,cd4_t_cell,36201,34.8878
sample05188,103764,cd8_t_cell,23908,23.0407
sample05188,103764,monocyte,17964,17.3124
sample05188,103764,nk_cell,13856,13.3534
sample05189,101036,b_cell,11944,11.8215
sample05189,101036,cd4_t_cell,23697,23.454
sample05189,101036,cd8_t_cell,21592,21.3706
sample05189,101036,monocyte,19319,19.1209
sample05189,101036,nk_cell,24484,24.2329
sample05190,88968,b_cell,10460,11.757
sample05190,88968,cd4_t_cell,24360,27.3806
sample05190,88968,cd8_t_cell,25820,29.0217
sample05190,88968,monocyte,17719,19.9161
sample05190,88968,nk_cell,10609,11.9245
sample05191,101200,b_cell,8049,7.9536
sample05191,101200,cd4_t_cell,34868,34.4545
sample05191,101200,cd8_t_cell,25629,25.3251
sample05191,101200,monocyte,16223,16.0306
sample05191,101200,nk_cell,16431,16.2362
sample05192,105663,b_cell,14410,13.6377
sample05192,105663,cd4_t_cell,28085,26.5798
sample05192,105663,cd8_t_cell,28551,27.0208
sample05192,105663,monocyte,23540,22.2784
sample05192,105663,nk_cell,11077,10.4833
sample05193,104738,b_cell,9951,9.5008
sample05193,104738,cd4_t_cell,35074,33.4874
sample05193,104738,cd8_t_cell,22947,21.909
sample05193,104738,monocyte,19264,18.3926
sample05193,104738,nk_cell,17502,16.7103
sample05194,100597,b_cell,7423,7.3789
sample05194,100597,cd4_t_cell,35779,35.5667
sample05194,100597,cd8_t_cell,25234,25.0842
sample05194,100597,monocyte,18391,18.2819
sample05194,100597,nk_cell,13770,13.6883
sample05195,89813,b_cell,5615,6.2519
sample05195,89813,cd4_t_cell,27488,30.6058
sample05195,89813,cd8_t_cell,21916,24.4018
sample05195,89813,monocyte,15920,17.7257
sample05195,89813,nk_cell,18874,21.0148
sample05196,93164,b_cell,9317,10.0006
sample05196,93164,cd4_t_cell,28853,30.9701
sample05196,93164,cd8_t_cell,24711,26.5242
sample05196,93164,monocyte,13748,14.7568
sample05196,93164,nk_cell,16535,17.7483
sample05197,107622,b_cell,9729,9.04
sample05197,107622,cd4_t_cell,37203,34.5682
sample05197,107622,cd8_t_cell,27557,25.6054
sample05197,107622,monocyte,20057,18.6365
sample05197,107622,nk_cell,13076,12.1499
sample05198,101712,b_cell,12015,11.8128
sample05198,101712,cd4_t_cell,27901,27.4314
sample05198,101712,cd8_t_cell,28718,28.2346
sample05198,101712,monocyte,17869,17.5682
sample05198,101712,nk_cell,15209,14.953
sample05199,97352,b_cell,12671,13.0157
sample05199,97352,cd4_t_cell,28554,29.3307
sample05199,97352,cd8_t_cell,25379,26.0693
sample05199,97352,monocyte,17568,18.0459
sample05199,97352,nk_cell,13180,13.5385
sample05200,100711,b_cell,10440,10.3663
sample05200,100711,cd4_t_cell,28095,27.8967
sample05200,100711,cd8_t_cell,26655,26.4668
sample05200,100711,monocyte,22458,22.2995
sample05200,100711,nk_cell,13063,12.9708
sample05201,91524,b_cell,7655,8.3639
sample05201,91524,cd4_t_cell,30272,33.0755
sample05201,91524,cd8_t_cell,29050,31.7403
sample05201,91524,monocyte,13629,14.8912
sample05201,91524,nk_cell,10918,11.9291
sample05202,100020,b_cell,15552,15.5489
sample05202,100020,cd4_t_cell,35005,34.998
sample05202,100020,cd8_t_cell,26812,26.8066
sample05202,100020,monocyte,16345,16.3417
sample05202,100020,nk_cell,6306,6.3047
sample05203,104169,b_cell,13799,13.2467
sample05203,104169,cd4_t_cell,33399,32.0623
sample05203,104169,cd8_t_cell,21530,20.6683
sample05203,104169,monocyte,22586,21.6821
sample05203,104169,nk_cell,12855,12.3405
sample05204,99539,b_cell,11282,11.3343
sample05204,99539,cd4_t_cell,27913,28.0423
sample05204,99539,cd8_t_cell,19592,19.6827
sample05204,99539,monocyte,26779,26.903
sample05204,99539,nk_cell,13973,14.0377
sample05205,100506,b_cell,15517,15.4389
sample05205,100506,cd4_t_cell,34720,34.5452
sample05205,100506,cd8_t_cell,25836,25.7059
sample05205,100506,monocyte,13698,13.629
sample05205,100506,nk_cell,10735,10.681
sample05206,97716,b_cell,9693,9.9196
sample05206,97716,cd4_t_cell,41564,42.5355
sample05206,97716,cd8_t_cell,17699,18.1127
sample05206,97716,monocyte,18990,19.4339
sample05206,97716,nk_cell,9770,9.9984
sample05207,105264,b_cell,9282,8.8178
sample05207,105264,cd4_t_cell,38176,36.2669
sample05207,105264,cd8_t_cell,14907,14.1615
sample05207,105264,monocyte,23560,22.3818
sample05207,105264,nk_cell,19339,18.3719
sample05208,100098,b_cell,8627,8.6186
sample05208,100098,cd4_t_cell,33041,33.0087
sample05208,100098,cd8_t_cell,17414,17.397
sample05208,100098,monocyte,21747,21.7257
sample05208,100098,nk_cell,19269,19.2501
sample05209,91438,b_cell,6074,6.6428
sample05209,91438,cd4_t_cell,21346,23.3448
sample05209,91438,cd8_t_cell,28447,31.1107
sample05209,91438,monocyte,21879,23.9277
sample05209,91438,nk_cell,13692,14.9741
sample05210,98891,b_cell,9113,9.2152
sample05210,98891,cd4_t_cell,29504,29.8349
sample05210,98891,cd8_t_cell,23195,23.4551
sample05210,98891,monocyte,20788,21.0211
sample05210,98891,nk_cell,16291,16.4737
sample05211,100693,b_cell,6254,6.211
sample05211,100693,cd4_t_cell,37638,37.379
sample05211,100693,cd8_t_cell,25159,24.9858
sample05211,100693,monocyte,18190,18.0648
sample05211,100693,nk_cell,13452,13.3594
sample05212,95306,b_cell,8301,8.7098
sample05212,95306,cd4_t_cell,38492,40.3878
sample05212,95306,cd8_t_cell,24397,25.5986
sample05212,95306,monocyte,16965,17.8006
sample05212,95306,nk_cell,7151,7.5032
sample05213,93785,b_cell,12792,13.6397
sample05213,93785,cd4_t_cell,42089,44.8782
sample05213,93785,cd8_t_cell,13866,14.7849
sample05213,93785,monocyte,12415,13.2377
sample05213,93785,nk_cell,12623,13.4595
sample05214,95102,b_cell,13326,14.0123
sample05214,95102,cd4_t_cell,28505,29.9731
sample05214,95102,cd8_t_cell,25193,26.4905
sample05214,95102,monocyte,20111,21.1468
sample05214,95102,nk_cell,7967,8.3773
sample05215,109191,b_cell,9224,8.4476
sample05215,109191,cd4_t_cell,34449,31.5493
sample05215,109191,cd8_t_cell,25672,23.5111
sample05215,109191,monocyte,25580,23.4268
sample05215,109191,nk_cell,14266,13.0652
sample05216,111158,b_cell,8374,7.5334
sample05216,111158,cd4_t_cell,44522,40.0529
sample05216,111158,cd8_t_cell,16515,14.8572
sample05216,111158,monocyte,26691,24.0118
sample05216,111158,nk_cell,15056,13.5447
sample05217,96058,b_cell,7410,7.7141
sample05217,96058,cd4_t_cell,34589,36.0085
sample05217,96058,cd8_t_cell,18465,19.2228
sample05217,96058,monocyte,15026,15.6426
sample05217,96058,nk_cell,20568,21.4121
sample05218,104092,b_cell,6763,6.4971
sample05218,104092,cd4_t_cell,33969,32.6336
sample05218,104092,cd8_t_cell,23765,22.8308
sample05218,104092,monocyte,24064,23.118
sample05218,104092,nk_cell,15531,14.9205
sample05219,96985,b_cell,14653,15.1085
sample05219,96985,cd4_t_cell,39693,40.9269
sample05219,96985,cd8_t_cell,18486,19.0607
sample05219,96985,monocyte,14975,15.4405
sample05219,96985,nk_cell,9178,9.4633
sample05220,100455,b_cell,12465,12.4085
sample05220,100455,cd4_t_cell,27223,27.0997
sample05220,100455,cd8_t_cell,34442,34.286
sample05220,100455,monocyte,13009,12.9501
sample05220,100455,nk_cell,13316,13.2557
sample05221,100439,b_cell,4432,4.4126
sample05221,100439,cd4_t_cell,32385,32.2435
sample05221,100439,cd8_t_cell,22215,22.1179
sample05221,100439,monocyte,18234,18.1543
sample05221,100439,nk_cell,23173,23.0717
sample05222,97965,b_cell,16816,17.1653
sample05222,97965,cd4_t_cell,28604,29.1982
sample05222,97965,cd8_t_cell,26138,26.681
sample05222,97965,monocyte,16976,17.3286
sample05222,97965,nk_cell,9431,9.6269
sample05223,103964,b_cell,13261,12.7554
sample05223,103964,cd4_t_cell,33148,31.8841
sample05223,103964,cd8_t_cell,24014,23.0984
sample05223,103964,monocyte,22105,21.2622
sample05223,103964,nk_cell,11436,11.0
sample05224,104922,b_cell,11515,10.9748
sample05224,104922,cd4_t_cell,35579,33.91
sample05224,104922,cd8_t_cell,26351,25.1148
sample05224,104922,monocyte,20552,19.5879
sample05224,104922,nk_cell,10925,10.4125
sample05225,108015,b_cell,10482,9.7042
sample05225,108015,cd4_t_cell,26649,24.6716
sample05225,108015,cd8_t_cell,28303,26.2028
sample05225,108015,monocyte,21710,20.0991
sample05225,108015,nk_cell,20871,19.3223
sample05226,109833,b_cell,14128,12.8632
sample05226,109833,cd4_t_cell,31684,28.8474
sample05226,109833,cd8_t_cell,23432,21.3342
sample05226,109833,monocyte,16096,14.655
sample05226,109833,nk_cell,24493,22.3002
sample05227,100314,b_cell,13314,13.2723
sample05227,100314,cd4_t_cell,23160,23.0875
sample05227,100314,cd8_t_cell,18828,18.7691
sample05227,100314,monocyte,23041,22.9689
sample05227,100314,nk_cell,21971,21.9022
sample05228,101186,b_cell,8141,8.0456
sample05228,101186,cd4_t_cell,36437,36.0099
sample05228,101186,cd8_t_cell,18487,18.2703
sample05228,101186,monocyte,18618,18.3998
sample05228,101186,nk_cell,19503,19.2744
sample05229,111403,b_cell,11594,10.4073
sample05229,111403,cd4_t_cell,29672,26.6348
sample05229,111403,cd8_t_cell,35353,31.7343
sample05229,111403,monocyte,22030,19.7751
sample05229,111403,nk_cell,12754,11.4485
sample05230,99927,b_cell,7882,7.8878
sample05230,99927,cd4_t_cell,29973,29.9949
sample05230,99927,cd8_t_cell,24480,24.4979
sample05230,99927,monocyte,21953,21.969
sample05230,99927,nk_cell,15639,15.6504
sample05231,101136,b_cell,8186,8.0941
sample05231,101136,cd4_t_cell,30399,30.0575
sample05231,101136,cd8_t_cell,19743,19.5212
sample05231,101136,monocyte,26725,26.4248
sample05231,101136,nk_cell,16083,15.9023
sample05232,114629,b_cell,16247,14.1736
sample05232,114629,cd4_t_cell,33199,28.9621
sample05232,114629,cd8_t_cell,25623,22.353
sample05232,114629,monocyte,21581,18.8268
sample05232,114629,nk_cell,17979,15.6845
sample05233,111576,b_cell,10771,9.6535
sample05233,111576,cd4_t_cell,30673,27.4907
sample05233,111576,cd8_t_cell,32762,29.3629
sample05233,111576,monocyte,21188,18.9897
sample05233,111576,nk_cell,16182,14.5031
sample05234,97033,b_cell,8481,8.7403
sample05234,97033,cd4_t_cell,32271,33.2578
sample05234,97033,cd8_t_cell,23837,24.5659
sample05234,97033,monocyte,19653,20.2539
sample05234,97033,nk_cell,12791,13.1821
sample05235,105613,b_cell,8817,8.3484
sample05235,105613,cd4_t_cell,35077,33.2128
sample05235,105613,cd8_t_cell,27089,25.6493
sample05235,105613,monocyte,12245,11.5942
sample05235,105613,nk_cell,22385,21.1953
sample05236,104206,b_cell,7146,6.8576
sample05236,104206,cd4_t_cell,21110,20.258
sample05236,104206,cd8_t_cell,30632,29.3956
sample05236,104206,monocyte,27893,26.7672
sample05236,104206,nk_cell,17425,16.7217
sample05237,109222,b_cell,12691,11.6195
sample05237,109222,cd4_t_cell,29582,27.0843
sample05237,109222,cd8_t_cell,31500,28.8403
sample05237,109222,monocyte,22935,20.9985
sample05237,109222,nk_cell,12514,11.4574
sample05238,109159,b_cell,8401,7.6961
sample05238,109159,cd4_t_cell,30403,27.852
sample05238,109159,cd8_t_cell,33520,30.7075
sample05238,109159,monocyte,23795,21.7985
sample05238,109159,nk_cell,13040,11.9459
sample05239,108381,b_cell,3482,3.2127
sample05239,108381,cd4_t_cell,37808,34.8843
sample05239,108381,cd8_t_cell,27805,25.6549
sample05239,108381,monocyte,19046,17.5732
sample05239,108381,nk_cell,20240,18.6749
sample05240,98987,b_cell,8538,8.6254
sample05240,98987,cd4_t_cell,33706,34.0509
sample05240,98987,cd8_t_cell,36574,36.9483
sample05240,98987,monocyte,9506,9.6033
sample05240,98987,nk_cell,10663,10.7721
sample05241,93577,b_cell,8987,9.6039
sample05241,93577,cd4_t_cell,29333,31.3464
sample05241,93577,cd8_t_cell,21202,22.6573
sample05241,93577,monocyte,16400,17.5257
sample05241,93577,nk_cell,17655,18.8668
sample05242,91729,b_cell,8208,8.9481
sample05242,91729,cd4_t_cell,28046,30.5748
sample05242,91729,cd8_t_cell,23271,25.3693
sample05242,91729,monocyte,16952,18.4805
sample05242,91729,nk_cell,15252,16.6272
sample05243,90433,b_cell,11022,12.188
sample05243,90433,cd4_t_cell,23686,26.1918
sample05243,90433,cd8_t_cell,20996,23.2172
sample05243,90433,monocyte,22810,25.2231
sample05243,90433,nk_cell,11919,13.1799
sample05244,97137,b_cell,12085,12.4412
sample05244,97137,cd4_t_cell,35062,36.0954
sample05244,97137,cd8_t_cell,16705,17.1974
sample05244,97137,monocyte,19012,19.5724
sample05244,97137,nk_cell,14273,14.6937
sample05245,95373,b_cell,7155,7.5021
sample05245,95373,cd4_t_cell,30171,31.6347
sample05245,95373,cd8_t_cell,23881,25.0396
sample05245,95373,monocyte,20661,21.6634
sample05245,95373,nk_cell,13505,14.1602
sample05246,93968,b_cell,8902,9.4734
sample05246,93968,cd4_t_cell,29181,31.0542
sample05246,93968,cd8_t_cell,22757,24.2178
sample05246,93968,monocyte,20899,22.2405
sample05246,93968,nk_cell,12229,13.014
sample05247,102707,b_cell,11358,11.0586
sample05247,102707,cd4_t_cell,27428,26.7051
sample05247,102707,cd8_t_cell,26373,25.6779
sample05247,102707,monocyte,20122,19.5917
sample05247,102707,nk_cell,17426,16.9667
sample05248,103734,b_cell,6129,5.9084
sample05248,103734,cd4_t_cell,29186,28.1354
sample05248,103734,cd8_t_cell,32773,31.5933
sample05248,103734,monocyte,20244,19.5153
sample05248,103734,nk_cell,15402,14.8476
sample05249,98924,b_cell,17416,17.6054
sample05249,98924,cd4_t_cell,28590,28.901
sample05249,98924,cd8_t_cell,22296,22.5385
sample05249,98924,monocyte,14288,14.4434
sample05249,98924,nk_cell,16334,16.5117
sample05250,94206,b_cell,7486,7.9464
sample05250,94206,cd4_t_cell,30584,32.465
sample05250,94206,cd8_t_cell,28780,30.5501
sample05250,94206,monocyte,16074,17.0626
sample05250,94206,nk_cell,11282,11.9759
sample05251,98279,b_cell,11159,11.3544
sample05251,98279,cd4_t_cell,30339,30.8703
sample05251,98279,cd8_t_cell,28818,29.3226
sample05251,98279,monocyte,16139,16.4216
sample05251,98279,nk_cell,11824,12.0311
sample05252,98221,b_cell,8758,8.9166
sample05252,98221,cd4_t_cell,34156,34.7746
sample05252,98221,cd8_t_cell,19555,19.9092
sample05252,98221,monocyte,23389,23.8126
sample05252,98221,nk_cell,12363,12.5869
sample05253,93723,b_cell,7009,7.4784
sample05253,93723,cd4_t_cell,28582,30.4962
sample05253,93723,cd8_t_cell,30861,32.9279
sample05253,93723,monocyte,18521,19.7614
sample05253,93723,nk_cell,8750,9.336
sample05254,89646,b_cell,9951,11.1003
sample05254,89646,cd4_t_cell,21705,24.2119
sample05254,89646,cd8_t_cell,17271,19.2658
sample05254,89646,monocyte,25616,28.5746
sample05254,89646,nk_cell,15103,16.8474
sample05255,110234,b_cell,11406,10.3471
sample05255,110234,cd4_t_cell,39797,36.1023
sample05255,110234,cd8_t_cell,27299,24.7646
sample05255,110234,monocyte,15706,14.2479
sample05255,110234,nk_cell,16026,14.5382
sample05256,106281,b_cell,8756,8.2385
sample05256,106281,cd4_t_cell,28346,26.6708
sample05256,106281,cd8_t_cell,29770,28.0107
sample05256,106281,monocyte,20139,18.9488
sample05256,106281,nk_cell,19270,18.1312
sample05257,99528,b_cell,8127,8.1655
sample05257,99528,cd4_t_cell,32970,33.1264
sample05257,99528,cd8_t_cell,16178,16.2547
sample05257,99528,monocyte,22142,22.247
sample05257,99528,nk_cell,20111,20.2064
sample05258,107293,b_cell,9143,8.5215
sample05258,107293,cd4_t_cell,35166,32.7757
sample05258,107293,cd8_t_cell,22330,20.8122
sample05258,107293,monocyte,27604,25.7277
sample05258,107293,nk_cell,13050,12.163
sample05259,104024,b_cell,13742,13.2104
sample05259,104024,cd4_t_cell,36258,34.8554
sample05259,104024,cd8_t_cell,29417,28.2791
sample05259,104024,monocyte,11568,11.1205
sample05259,104024,nk_cell,13039,12.5346
sample05260,102444,b_cell,9003,8.7882
sample05260,102444,cd4_t_cell,43635,42.594
sample05260,102444,cd8_t_cell,18603,18.1592
sample05260,102444,monocyte,17651,17.2299
sample05260,102444,nk_cell,13552,13.2287
sample05261,109675,b_cell,17179,15.6636
sample05261,109675,cd4_t_cell,32873,29.9731
sample05261,109675,cd8_t_cell,17755,16.1887
